topic_id,topic_title,topic_url,forum_id,forum_name,topic_description,actual_start_date,actual_end_date,actual_year,date_precision,date_confidence,forum_post_date,participants_count,participants
15583700,Loxis prova l'esame d’ammissione alle Rose..,https://fengardgiocate.forumcommunity.net/?t=15583700,2651244,KHARIDIAN,14 maggio 2008 Bosco Sacro Kharidian,2008-05-14,2008-05-14,2008,day,high,2008-05-15,2,Dajemona; Loxis
15565451,La morte giunge dopo pochi secondi,https://fengardgiocate.forumcommunity.net/?t=15565451,998130,NECROMUNDA,15/05/2008,2008-05-15,2008-05-15,2008,day,high,2008-05-15,1,Mathias
16919255,"..anche gli elfi piangon,a volte..",https://fengardgiocate.forumcommunity.net/?t=16919255,3058297,Giocate Storiche...e... di altri Tempi,16 maggio 2008 Rocca Necromunda,2008-05-16,2008-05-16,2008,day,high,2008-06-24,2,Aranel; merlinho
44762351,Come mai vi siete arruolata?,https://fengardgiocate.forumcommunity.net/?t=44762351,1153571,FENGARD,17 maggio 2008 Parco Fengard,2008-05-17,2008-05-17,2008,day,high,2011-03-30,1,Lares
16919155,Ailin cerca aiuto da Geror,https://fengardgiocate.forumcommunity.net/?t=16919155,3058297,Giocate Storiche...e... di altri Tempi,17 maggio 2008 parco Fengard,2008-05-17,2008-05-17,2008,day,high,2008-06-24,2,Ailin; Geror
16919011,Ieri quel elfo voleva convertimi alle sue divinità,https://fengardgiocate.forumcommunity.net/?t=16919011,3058297,Giocate Storiche...e... di altri Tempi,17 maggio 2008 cella rocca Necromunda,2008-05-17,2008-05-17,2008,day,high,2008-06-24,2,Aranel; merlinho
15680130,Aggressione a verelath,https://fengardgiocate.forumcommunity.net/?t=15680130,2651244,KHARIDIAN,17 maggio 2008 retro spiazzo delle carovane Karidian,2008-05-17,2008-05-17,2008,day,high,2008-05-19,4,Aslanner; Verelath; Voltan; Ylerei
22596454,"Ramyr, Aslan. Vi presento il Reggente di Kharidian, Euridas.",https://fengardgiocate.forumcommunity.net/?t=22596454,2651244,KHARIDIAN,17 maggio 2008 Spiazzo Carovane Bosco Sacro,2008-05-17,2008-05-17,2008,day,high,2008-12-18,6,Asgard; Aslanner; Dajemona; Euridas; Loxis; Ramyr
16911995,Prima o poi dovevano farmi male..,https://fengardgiocate.forumcommunity.net/?t=16911995,3058297,Giocate Storiche...e... di altri Tempi,18 maggio 2008 Tempio/cella rocca Necromunda,2008-05-18,2008-05-18,2008,day,high,2008-06-24,4,Anarion; Aranel; Azhal; Zanner
22971252,La Compagnia delle Rose eh? Cos'è... un bordello?,https://fengardgiocate.forumcommunity.net/?t=22971252,998079,FENGARD,19 maggio 2008 taverna Fengard,2008-05-19,2008-05-19,2008,day,high,2008-12-30,3,Dajemona; Edwar; Loxis
50904706,..nome nascituro,https://fengardgiocate.forumcommunity.net/?t=50904706,998130,NECROMUNDA,"2008 5 19 Taverna Necromunda Theon, Axia, Philippe",2008-05-19,2008-05-19,2008,day,high,2012-05-12,3,Axia; Philippe; Theon
32948805,Coraggiosa stupida o sfacciata avete comunque mosso la vostra causa con intelligenza!,https://fengardgiocate.forumcommunity.net/?t=32948805,2692570,NECROMUNDA,20 maggio 2008 lago Necromunda,2008-05-20,2008-05-20,2008,day,high,2009-11-07,3,Goliath; Shankara; Vanred
50904767,In.. dolce attesaaaaaaaa..,https://fengardgiocate.forumcommunity.net/?t=50904767,8098409,NECROMUNDA,"2008 5 20 piazza Necromunda Nicodemus, Theon, Axia, Narcisse.",2008-05-20,2008-05-20,2008,day,high,2012-05-12,4,Axia; Narcisse; Nicodemus; Theon
22625673,"Quel Regno era Ghileas,un Regno che non vedeva di buon occhio chi fruiva di incanti",https://fengardgiocate.forumcommunity.net/?t=22625673,2651245,KHARIDIAN,21 maggio 2008 presidio Kheridian,2008-05-21,2008-05-21,2008,day,high,2008-12-19,3,Euridas; Francislake; Vrasta
33016665,Devo proprio piacervi ..cercate la mia compagnia come io cerco adesso un verso impossibile.,https://fengardgiocate.forumcommunity.net/?t=33016665,998130,NECROMUNDA,21 maggio 2008 taverna Necromunda,2008-05-21,2008-05-21,2008,day,high,2009-11-09,3,Goliath; Shankara; Vanred
15844973,L'inizio di una prosperosa carriera..,https://fengardgiocate.forumcommunity.net/?t=15844973,998076,FENGARD,22 maggio 2008 arena Fengard,2008-05-22,2008-05-22,2008,day,high,2008-05-24,1,Liutasil
54288316,"Come mi piace sto gioco del dire, non dire e dire",https://fengardgiocate.forumcommunity.net/?t=54288316,998079,FENGARD,23 5 2008 Taverna Fengard,2008-05-23,2008-05-23,2008,day,high,2013-05-03,6,Jeal; Llytur; Lulu; merlinho; Mogan; Nihel
54686077,Interrogatorio a Dajemona,https://fengardgiocate.forumcommunity.net/?t=54686077,998078,FENGARD,23 5 2008 Presidio Fengard,2008-05-23,2008-05-23,2008,day,high,2013-07-05,4,Cloud; Dajemona; Hennet; Lawrence
33239094,Non rammaricatevi .. non ci sarà una seconda volta..,https://fengardgiocate.forumcommunity.net/?t=33239094,998079,FENGARD,23 maggio 2008 taverna Fengard,2008-05-23,2008-05-23,2008,day,high,2009-11-18,3,Arendhil; Lares; Nordiselv
50930218,"Un orco, mentre svolgevo le mie mansioni di Drago, mi ha ridotto in fin di vita.",https://fengardgiocate.forumcommunity.net/?t=50930218,2891126,NECROMUNDA,23 maggio 2008 Roccaforte Necromunda,2008-05-23,2008-05-23,2008,day,high,2012-05-14,2,Lancel; Zanner
15834585,Dajemona.. davanti a te hai un uomo romantico ..,https://fengardgiocate.forumcommunity.net/?t=15834585,2651244,KHARIDIAN,24 maggio Bosco Sacro,2008-05-24,2008-05-24,2008,day_estimated_year,low,2008-05-24,2,Aslanner; Dajemona
15833819,La vera faccia di Dajemona i tormentosi ricordi del passato non si dimenticano..,https://fengardgiocate.forumcommunity.net/?t=15833819,2651244,KHARIDIAN,24 maggio 2008 carovana Kharidian,2008-05-24,2008-05-24,2008,day,high,2008-05-24,2,Dajemona; Ylerei
15840069,E dov'è quel bastardo figlio di mille padri !,https://fengardgiocate.forumcommunity.net/?t=15840069,998130,NECROMUNDA,24 maggio 2008 taverna Necromunda,2008-05-24,2008-05-24,2008,day,high,2008-05-24,2,Bauster; Camille
15917969,Io lavoro onestamente messere,https://fengardgiocate.forumcommunity.net/?t=15917969,2921633,FENGARD,26 maggio 2008 Emporio di mezza via,2008-05-26,2008-05-26,2008,day,high,2008-05-27,4,Elyanth; Herywen; Kushluk; Skan
56442141,"E non sorridete ..e tanto meno, non scuotete il capo..",https://fengardgiocate.forumcommunity.net/?t=56442141,2692570,NECROMUNDA,26 5 2008 Lago Necromunda,2008-05-26,2008-05-26,2008,day,high,2014-06-14,2,Lancel; Lorenne
16908338,Nostalgia struggente..,https://fengardgiocate.forumcommunity.net/?t=16908338,3058297,Giocate Storiche...e... di altri Tempi,28 maggio 2008 Bosco Sacro,2008-05-28,2008-05-28,2008,day,high,2008-06-24,3,Dajemona; Heremidas; Loxis
16315355,Torneo Necromunda Fortescue vs Keric & Lyzur..,https://fengardgiocate.forumcommunity.net/?t=16315355,998129,NECROMUNDA,28 maggio 2008 campo di guerra Necromunda,2008-05-28,2008-05-28,2008,day,high,2008-06-08,9,Axia; Fortescue; Keric; Lancel; Lyzur; Monfort; Narcisse; Philippe; Zanner
18776209,La Cripta della Torre!!!,https://fengardgiocate.forumcommunity.net/?t=18776209,998131,NECROMUNDA,29 maggio 2008 Tempio Necromunda,2008-05-29,2008-05-29,2008,day,high,2008-08-19,4,Anarion; Azhal; Catlyn; Valen
16536497,Khael verso Adema,https://fengardgiocate.forumcommunity.net/?t=16536497,2789750,I Pg e i Players,31 maggio 2008,2008-05-31,2008-05-31,2008,day,high,2008-06-14,4,Adema; Eufrasia; Khael; Mhikal
16403970,Mirael .. scappa di fretta a cena..,https://fengardgiocate.forumcommunity.net/?t=16403970,2789750,I Pg e i Players,31 maggio 2008,2008-05-31,2008-05-31,2008,day,high,2008-06-10,4,Euridas; Francislake; Ireth; Mirael
19817600,"Incontro/scontro Zanner,Christof,Manfris,Axia..",https://fengardgiocate.forumcommunity.net/?t=19817600,1061196,FENGARD,giugno 2008 rovine del deserto,2008-06-01,2008-06-30,2008,month,medium,2008-09-16,4,Axia; Christof; Manfris; Zanner
19240754,..in trappola sottoterra incontro col mostro!!!,https://fengardgiocate.forumcommunity.net/?t=19240754,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,8,Christof; Elrik; Goran; Isthar; Kered; Leivin; Lilithas; Vein
19235181,..ritorno alla Lamarien,https://fengardgiocate.forumcommunity.net/?t=19235181,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,8,Elrik; Goran; Irdon; Isthar; Lilithas; Lyath; Mogan; Tremain
19240983,Arrivo all’isola..,https://fengardgiocate.forumcommunity.net/?t=19240983,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,11,Alerik; Bertor; Christof; Elrik; Goran; Isthar; Leivin; Lilithas; Lyath; Tremain; Vein
19237557,Festino notturno,https://fengardgiocate.forumcommunity.net/?t=19237557,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,5,Alerik; Isthar; Kered; Leivin; Lilithas
19240631,foresta.. selvaggia e inesplorata,https://fengardgiocate.forumcommunity.net/?t=19240631,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,9,Christof; Elanoer; Elrik; Flyn; Goran; Irdon; Isthar; Lilithas; Lyath
19237751,il villaggio delle indigene,https://fengardgiocate.forumcommunity.net/?t=19237751,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,8,Alerik; Elrik; Goran; Irdon; Lilithas; Mogan; Tremain; Vein
19239041,incontro con le indigene e un rettile gigante..,https://fengardgiocate.forumcommunity.net/?t=19239041,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,6,Goran; Irdon; Kered; Lilithas; Lyath; Vein
19237414,la cerca delle pietre e fiori..,https://fengardgiocate.forumcommunity.net/?t=19237414,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,6,Irdon; Isthar; Kered; Lilithas; Lyath; Mogan
19237943,le indigene ..,https://fengardgiocate.forumcommunity.net/?t=19237943,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,5,Alerik; Flyn; Leivin; Lilithas; Mogan
19240859,Terremoto,https://fengardgiocate.forumcommunity.net/?t=19240859,3524194,Giocate Storiche...e... di altri Tempi,Giugno 2008 isola selvaggia,2008-06-01,2008-06-30,2008,month,medium,2008-09-01,6,Alerik; Christof; Goran; Isthar; Lilithas; Tremain
16160769,"Khael,Dajemona.. facciamo un patto!!",https://fengardgiocate.forumcommunity.net/?t=16160769,2651244,KHARIDIAN,1 giugno 2008 carovana Kharidian,2008-06-01,2008-06-01,2008,day,high,2008-06-03,2,Dajemona; Khael
23331701,"Armigeri, sì, ma IO gliel'ho fatta!",https://fengardgiocate.forumcommunity.net/?t=23331701,3027018,KHARIDIAN,2 giugno 2008 locanda Kharidian,2008-06-02,2008-06-02,2008,day,high,2009-01-09,3,Euridas; Nau; Nyden
22154398,Come qualsiasi persona che si addormenta cavaliere e si risveglia in una pozza di sangue..,https://fengardgiocate.forumcommunity.net/?t=22154398,2651244,KHARIDIAN,2 giugno 2008 lago Kharidian,2008-06-02,2008-06-02,2008,day,high,2008-12-04,7,Adema; Dajemona; Euridas; Ireth; Khael; Mossflower; Sinmaril
16161633,"Khael,Dajemona la seconda rivincita..",https://fengardgiocate.forumcommunity.net/?t=16161633,2651244,KHARIDIAN,2 giugno 2008 tendone/carovana Kharidian,2008-06-02,2008-06-02,2008,day,high,2008-06-03,3,Dajemona; Khael; Loxis
22925340,"Lyzur.. da quanto ho capito, durante il torneo è stato colpito da una verga della ..debolezza!",https://fengardgiocate.forumcommunity.net/?t=22925340,2891126,NECROMUNDA,2 giugno 2008 Rocca Necromunda,2008-06-02,2008-06-02,2008,day,high,2008-12-29,2,Monfort; Zanner
16248991,Ingresso nell’esercito di Fengard.,https://fengardgiocate.forumcommunity.net/?t=16248991,998078,FENGARD,3 giugno 2008 Presidio Fengard,2008-06-03,2008-06-03,2008,day,high,2008-06-06,4,Arendhil; Dhac; Orestur; Skan
16907979,Dajemona sentendo parlar di Necromunda ..scoppia!!!,https://fengardgiocate.forumcommunity.net/?t=16907979,3058297,Giocate Storiche...e... di altri Tempi,3 giugno 2008 lago Bosco Sacro Kharidian,2008-06-03,2008-06-03,2008,day,high,2008-06-24,4,Dajemona; Desdemona; Khael; Voltan
16164553,Dajemona batte Khael .,https://fengardgiocate.forumcommunity.net/?t=16164553,2651244,KHARIDIAN,3 giugno 20008 tendone/tenda Kharidian,2008-06-03,2008-06-03,2008,day,medium,2008-06-03,4,Adema; Dajemona; Ireth; Khael
22982115,Prova d’Armi Monfort vs. Artex.,https://fengardgiocate.forumcommunity.net/?t=22982115,2815704,NECROMUNDA,3 giugno 2008 presidio Necromunda,2008-06-03,2008-06-03,2008,day,high,2008-12-31,2,Artex; Monfort
16723848,Skan Primo giorno da recluta,https://fengardgiocate.forumcommunity.net/?t=16723848,998078,FENGARD,4 giugno 2008 piazzale Fengard,2008-06-04,2008-06-04,2008,day,high,2008-06-19,7,Arendhil; Boob; Dhac; Elimar; Hennet; Melquiades; Skan
16250093,La scenata.. di gelosia di Khael,https://fengardgiocate.forumcommunity.net/?t=16250093,2651244,KHARIDIAN,4 giugno 2008 carovana Kharidian,2008-06-04,2008-06-04,2008,day,high,2008-06-06,3,Dajemona; Khael; Ramyr
16907474,..oltre alla vita non possono toglierci più nulla,https://fengardgiocate.forumcommunity.net/?t=16907474,3058297,Giocate Storiche...e... di altri Tempi,5 giugno 2008 cella Rocca Necromunda,2008-06-05,2008-06-05,2008,day,high,2008-06-24,2,Aranel; merlinho
15846016,Incontro con Furore,https://fengardgiocate.forumcommunity.net/?t=15846016,998076,FENGARD,06 giugno 2008 Carovane Arena Fengard,2008-06-06,2008-06-06,2008,day,high,2008-05-24,4,Asgard; Aslanner; Dajemona; Dargen
16252246,Catlyn Ah!,https://fengardgiocate.forumcommunity.net/?t=16252246,2789750,I Pg e i Players,6 giugno 2008 campo di guerra ..,2008-06-06,2008-06-06,2008,day,high,2008-06-06,4,Amlaric; Catlyn; Monfort; Rodan
22711071,Giuramento di Khael,https://fengardgiocate.forumcommunity.net/?t=22711071,2651244,KHARIDIAN,6 giugno 2008 accampamento Bosco Sacro,2008-06-06,2008-06-06,2008,day,high,2008-12-22,2,Euridas; Khael
22710510,"Non prendo ordini dagli Dèi, figuriamoci se mi piego a quelli di una.. femmina.",https://fengardgiocate.forumcommunity.net/?t=22710510,2651244,KHARIDIAN,6 giugno 2008 accampamento Bosco Sacro,2008-06-06,2008-06-06,2008,day,high,2008-12-22,5,Bulywif; Eufrasia; Euridas; Ireth; Khael
30191484,Ho dato un ordine preciso e non amo ripetermi. Habel si scontrerà!,https://fengardgiocate.forumcommunity.net/?t=30191484,998168,GHILEAS,9 giugno 2008 locanda Ghileas,2008-06-09,2008-06-09,2008,day,high,2009-08-04,6,Axia; Barek; Darkonis; Fortescue; Nimoe; Philippe
18085232,Rito al Tempio di Necromunda..Aranel merlinho,https://fengardgiocate.forumcommunity.net/?t=18085232,3058297,Giocate Storiche...e... di altri Tempi,11 giugno 2008 Tempio Necromunda,2008-06-11,2008-06-11,2008,day,high,2008-07-28,7,Anarion; Aranel; Drehimo; Emile; Lancel; merlinho; Zanner
61611756,Che fai?,https://fengardgiocate.forumcommunity.net/?t=61611756,2891126,NECROMUNDA,2008 6 11 Necromunda Roccaforte Melquiades Theon Liniol Ireth,2008-06-11,2008-06-11,2008,day,high,2020-03-26,2,Ireth; Liniol
16759003,"LEGGERE FRA IL 5 E IL 13 GIUGNO...""Ritorno a Fengard Aranel merlinho""",https://fengardgiocate.forumcommunity.net/?t=16759003,3058297,Giocate Storiche...e... di altri Tempi,12 giugno 2008 presidio/taverna Fengard,2008-06-12,2008-06-12,2008,day,high,2008-06-20,10,Ailin; Aranel; Brandax; Cloud; Malwin; merlinho; Shayla; Simon; Siska; Skan
22711663,"Meglio un eroe a fatti che fallisce, che uno a parole che riesce.",https://fengardgiocate.forumcommunity.net/?t=22711663,2651244,KHARIDIAN,12 giugno 2008 accampamento Bosco Sacro,2008-06-12,2008-06-12,2008,day,high,2008-12-22,2,Euridas; Loxis
50749012,Suppongo quindi che Anarion non possa aiutarmi.,https://fengardgiocate.forumcommunity.net/?t=50749012,998131,NECROMUNDA,12 giugno 2008 tempio Necromunda,2008-06-12,2008-06-12,2008,day,high,2012-04-28,4,Amlaric; Catlyn; Melquiades; Tyrion
16905309,Merlinho .. mostra la mano a Aranel..,https://fengardgiocate.forumcommunity.net/?t=16905309,3058297,Giocate Storiche...e... di altri Tempi,13 giugno 2008 taverna Fengard,2008-06-13,2008-06-13,2008,day,high,2008-06-24,2,Aranel; merlinho
16525414,Vogliono Dajemona a Kharidian,https://fengardgiocate.forumcommunity.net/?t=16525414,3027018,KHARIDIAN,"2008 6 13 taverna kharidian Dajemona, Eufrasia, Adema, Khael, Ireth, Bulywif",2008-06-13,2008-06-13,2008,day,high,2008-06-13,6,Adema; Bulywif; Dajemona; Eufrasia; Ireth; Khael
18676463,Vi offro la vostra rivincita Loriel,https://fengardgiocate.forumcommunity.net/?t=18676463,998080,FENGARD,14 giugno 2008 tempio Fengard,2008-06-14,2008-06-14,2008,day,high,2008-08-16,2,Lenian; Loriel
16896239,Scelte..Partenze..amiche..diari..Silenzi..,https://fengardgiocate.forumcommunity.net/?t=16896239,3058297,Giocate Storiche...e... di altri Tempi,14 giugno 2008 taverna presidio Fengard,2008-06-14,2008-06-14,2008,day,high,2008-06-24,8,Ailin; Aranel; Melwen; merlinho; Simon; Siska; Skan; Wonderela
22712729,Non ho avuto mai la possibilità di pregare l'Iddei..,https://fengardgiocate.forumcommunity.net/?t=22712729,2651245,KHARIDIAN,14 giugno 2008 presidio Kharidian,2008-06-14,2008-06-14,2008,day,high,2008-12-22,2,Euridas; Ramyr
22712217,"Tanto prima o poi la verità verrà a galla e da se, per quanto mi riguarda.",https://fengardgiocate.forumcommunity.net/?t=22712217,2651244,KHARIDIAN,14 giugno 2008 carovane Bosco Sacro,2008-06-14,2008-06-14,2008,day,high,2008-12-22,5,Asgard; Dajemona; Euridas; Ireth; Ylerei
16895991,"*Siete la mia vita,* M'Aelamin.",https://fengardgiocate.forumcommunity.net/?t=16895991,3058297,Giocate Storiche...e... di altri Tempi,15 giugno 2008 bosco Kharidian,2008-06-15,2008-06-15,2008,day,high,2008-06-24,2,Loxis; merlinho
16800147,"*Siete la mia vita,* M'Aelamin.",https://fengardgiocate.forumcommunity.net/?t=16800147,2651244,KHARIDIAN,15 giugno 2008 bosco Kharidian,2008-06-15,2008-06-15,2008,day,high,2008-06-21,2,Loxis; merlinho
22856624,"Chi si ferma dinanzi ad un Re lo fa per due ragioni. O servirlo, o ucciderlo.",https://fengardgiocate.forumcommunity.net/?t=22856624,2651244,KHARIDIAN,15 giugno 2008 accampamento Bosco Sacro,2008-06-15,2008-06-15,2008,day,high,2008-12-27,2,Aranes; Euridas
56442155,Siete senza speranza ..e voi senza futuro!,https://fengardgiocate.forumcommunity.net/?t=56442155,998131,NECROMUNDA,15 6 2008 Tempio Necromunda,2008-06-15,2008-06-15,2008,day,high,2014-06-14,4,Lancel; Lorenne; Medrion; Zanner
61642240,"...Dimmi, quanti padri ha il marmocchio.",https://fengardgiocate.forumcommunity.net/?t=61642240,3027018,KHARIDIAN,2008 6 17 Kharidian Taverna Dajemona Khael Aisha Loxis,2008-06-17,2008-06-17,2008,day,high,2020-04-13,4,Aisha; Dajemona; Khael; Loxis
18677149,Vivere nell'ombra è virtù di pochi..,https://fengardgiocate.forumcommunity.net/?t=18677149,998080,FENGARD,18 giugno 2008 tempio Fengard,2008-06-18,2008-06-18,2008,day,high,2008-08-16,4,Isil; Lenian; Loriel; Riven
16685436,..Dehro in armonia col bosco..,https://fengardgiocate.forumcommunity.net/?t=16685436,2651244,KHARIDIAN,18 giugno 2008 Bosco Sacro,2008-06-18,2008-06-18,2008,day,high,2008-06-18,1,Dehro
23376328,Vi narro una storia. Una storia di cui nemmeno Sinmaril poteva essere a conoscenza..,https://fengardgiocate.forumcommunity.net/?t=23376328,2651245,KHARIDIAN,18 giugno 2008 presidio Kharidian,2008-06-18,2008-06-18,2008,day,high,2009-01-10,3,Aranes; Euridas; Sinmaril
22967574,é difficile mantenere un’amicizia in questa città!,https://fengardgiocate.forumcommunity.net/?t=22967574,998079,FENGARD,19 giugno 2008 locanda Fengard,2008-06-19,2008-06-19,2008,day,high,2008-12-30,2,Edwar; Nichole
20093199,Tanta gente ha maledetto la mia bellezza,https://fengardgiocate.forumcommunity.net/?t=20093199,2692570,NECROMUNDA,19 giugno 2008 lago Necromunda,2008-06-19,2008-06-19,2008,day,high,2008-09-25,2,Anarion; Axia
23373571,Rientro a kharidian,https://fengardgiocate.forumcommunity.net/?t=23373571,2651245,KHARIDIAN,20 giugno 2008 bastioni Kharidian,2008-06-20,2008-06-20,2008,day,high,2009-01-10,11,Adema; Areion; Bulywif; Eufrasia; Euridas; Francislake; Ireth; Khael; Kyle; Potessum; Sinmaril
